movie_id,title,genres,rating
397,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,2.9339622641509435
398,Executive Decision (1996),Action|Adventure|Thriller,3.3780487804878048
399,Much Ado About Nothing (1993),Comedy|Romance,3.813953488372093
400,Philadelphia (1993),Drama,3.6136363636363638
401,Robin Hood: Men in Tights (1993),Comedy,3.130434782608696
402,Rudy (1993),Drama,3.485294117647059
403,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2.0
404,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,3.4347826086956523
405,"Aristocats, The (1970)",Animation|Children,3.411111111111111
406,Primal Fear (1996),Crime|Drama|Mystery|Thriller,3.642857142857143
407,Sgt. Bilko (1996),Comedy,3.0454545454545454
408,Multiplicity (1996),Comedy,2.842857142857143
409,Striptease (1996),Comedy|Crime,2.4146341463414633
410,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,3.3297872340425534
411,"Frighteners, The (1996)",Comedy|Horror|Thriller,3.4565217391304346
412,Phenomenon (1996),Drama|Romance,3.3369565217391304
413,"First Wives Club, The (1996)",Comedy,3.0714285714285716
414,Matilda (1996),Children|Comedy|Fantasy,3.272727272727273
415,Emma (1996),Comedy|Drama|Romance,3.9166666666666665
416,Tin Cup (1996),Comedy|Drama|Romance,3.1744186046511627
417,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,2.740740740740741
418,Sleepers (1996),Thriller,3.6724137931034484
419,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,4.268041237113402
420,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,3.8944954128440368
421,Top Gun (1986),Action|Romance,3.3012048192771086
422,Dead Poets Society (1989),Drama,3.9593023255813953
423,Contact (1997),Drama|Sci-Fi,3.652439024390244
424,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,3.8722222222222222
425,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,3.812
426,As Good as It Gets (1997),Comedy|Drama|Romance,3.6979166666666665
427,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,3.0543478260869565
428,Notting Hill (1999),Comedy|Romance,3.455357142857143
429,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,2.207547169811321
430,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,3.0
431,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,3.8608247422680413
432,Mission to Mars (2000),Sci-Fi,2.6904761904761907
433,Mission: Impossible II (2000),Action|Adventure|Thriller,2.7142857142857144
434,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,3.423076923076923
435,Remember the Titans (2000),Drama,3.7439024390243905
436,Charlie's Angels (2000),Action|Comedy,2.7222222222222223
437,Unbreakable (2000),Drama|Sci-Fi,3.4794520547945207
438,What Women Want (2000),Comedy|Romance,3.138888888888889
439,Enemy at the Gates (2001),Drama|War,3.5125
440,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,3.8676470588235294
441,Pearl Harbor (2001),Action|Drama|Romance|War,2.9651162790697674
442,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,3.3392857142857144
443,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,2.7448979591836733
444,"Princess Diaries, The (2001)",Children|Comedy|Romance,3.037037037037037
445,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,3.484848484848485
446,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,3.871212121212121
447,Ocean's Eleven (2001),Crime|Thriller,3.8445378151260505
448,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,4.106060606060606
449,"Beautiful Mind, A (2001)",Drama|Romance,4.0
450,Ice Age (2002),Adventure|Animation|Children|Comedy,3.6882352941176473
451,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,3.540983606557377
452,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,3.157608695652174
453,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,3.6375
454,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,2.959016393442623
455,Road to Perdition (2002),Crime|Drama,3.520408163265306
456,Signs (2002),Horror|Sci-Fi|Thriller,3.1666666666666665
457,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,4.155172413793103
458,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,3.5980392156862746
459,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,4.0212765957446805
460,Catch Me If You Can (2002),Crime|Drama,3.9217391304347826
461,Chicago (2002),Comedy|Crime|Drama|Musical,3.7244897959183674
462,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,3.723684210526316
463,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.3541666666666665
464,Hulk (2003),Action|Adventure|Sci-Fi,2.5606060606060606
465,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,3.778523489932886
466,School of Rock (2003),Comedy|Musical,3.4015151515151514
467,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,3.151898734177215
468,"Last Samurai, The (2003)",Action|Adventure|Drama|War,3.903225806451613
469,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,4.118918918918919
470,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,3.6285714285714286
471,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,3.5760869565217392
472,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,3.913978494623656
473,Dodgeball: A True Underdog Story (2004),Comedy,3.551282051282051
474,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,3.8037974683544302
475,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,3.7866666666666666
476,"Village, The (2004)",Drama|Mystery|Thriller,3.1923076923076925
477,Sideways (2004),Comedy|Drama|Romance,3.7435897435897436
478,Saw (2004),Horror|Mystery|Thriller,3.1818181818181817
479,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,3.836
480,Finding Neverland (2004),Drama,3.609375
481,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,3.263157894736842
482,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,3.2906976744186047
483,"Aviator, The (2004)",Drama,3.5285714285714285
484,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,3.857142857142857
485,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,3.4294871794871793
486,Batman Begins (2005),Action|Crime|IMAX,3.8620689655172415
487,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,3.15
488,"Island, The (2005)",Action|Sci-Fi|Thriller,3.3548387096774195
489,Capote (2005),Crime|Drama,3.869565217391304
490,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,3.355769230769231
491,Cars (2006),Animation|Children|Comedy,3.3780487804878048
492,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,3.08
493,Casino Royale (2006),Action|Adventure|Thriller,3.9444444444444446
494,"Holiday, The (2006)",Comedy|Romance,3.2083333333333335
495,Home Alone (1990),Children|Comedy,2.9956896551724137
496,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,4.333333333333333
497,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,2.7708333333333335
498,Witness (1985),Drama|Romance|Thriller,3.65
499,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,3.5057471264367814
500,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,3.3555555555555556
501,"Producers, The (1968)",Comedy,3.9696969696969697
502,Austin Powers in Goldmember (2002),Comedy,2.8461538461538463
503,xXx (2002),Action|Crime|Thriller,2.7708333333333335
504,Die Another Day (2002),Action|Adventure|Thriller,2.925925925925926
505,Adaptation (2002),Comedy|Drama|Romance,3.9456521739130435
506,Gangs of New York (2002),Crime|Drama,3.518181818181818
507,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,3.887323943661972
508,Dirty Dancing (1987),Drama|Musical|Romance,3.369047619047619
509,"Graduate, The (1967)",Comedy|Drama|Romance,4.063291139240507
510,When Harry Met Sally... (1989),Comedy|Romance,3.8588235294117648
511,Bring It On (2000),Comedy,2.6911764705882355
512,Legally Blonde (2001),Comedy|Romance,3.15625
513,About a Boy (2002),Comedy|Drama|Romance,3.715909090909091
514,Sweet Home Alabama (2002),Comedy|Romance,3.0535714285714284
515,How to Lose a Guy in 10 Days (2003),Comedy|Romance,3.2758620689655173
516,Finding Nemo (2003),Adventure|Animation|Children|Comedy,3.9609929078014185
517,Love Actually (2003),Comedy|Drama|Romance,3.788135593220339
518,50 First Dates (2004),Comedy|Romance,3.5531914893617023
519,Mean Girls (2004),Comedy,3.7564102564102564
520,Troy (2004),Action|Adventure|Drama|War,3.4270833333333335
521,"Terminal, The (2004)",Comedy|Drama|Romance,3.3191489361702127
522,"Notebook, The (2004)",Drama|Romance,3.5657894736842106
523,Hotel Rwanda (2004),Drama|War,3.7916666666666665
524,Hitch (2005),Comedy|Romance,3.1666666666666665
525,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,3.2796610169491527
526,Pride & Prejudice (2005),Drama|Romance,3.5555555555555554
527,Walk the Line (2005),Drama|Musical|Romance,3.7564102564102564
528,"Pursuit of Happyness, The (2006)",Drama,3.7934782608695654
529,300 (2007),Action|Fantasy|War|IMAX,3.68125
530,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,3.697530864197531
531,Juno (2007),Comedy|Drama|Romance,3.769230769230769
532,Quantum of Solace (2008),Action|Adventure|Thriller,3.4571428571428573
533,Twilight (2008),Drama|Fantasy|Romance|Thriller,2.409090909090909
534,Yes Man (2008),Comedy,3.6176470588235294
535,Up (2009),Adventure|Animation|Children|Drama,4.004761904761905
536,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,3.8879310344827585
537,Up in the Air (2009),Drama|Romance,3.71875
538,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,3.6030927835051547
539,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,3.853448275862069
540,Despicable Me (2010),Animation|Children|Comedy|Crime,3.6842105263157894
541,Easy A (2010),Comedy|Romance,3.7962962962962963
542,"King's Speech, The (2010)",Drama,4.043103448275862
543,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,3.9166666666666665
544,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance,3.9838709677419355
545,"Help, The (2011)",Drama,3.8333333333333335
546,Intouchables (2011),Comedy|Drama,4.108108108108108
547,Brave (2012),Action|Adventure|Animation|Children,3.466666666666667
548,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,3.25
549,Skyfall (2012),Action|Adventure|Thriller|IMAX,3.81
550,Life of Pi (2012),Adventure|Drama|IMAX,3.629032258064516
551,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,3.58
552,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,3.6206896551724137
553,"Grand Budapest Hotel, The (2014)",Comedy|Drama,3.7788461538461537
554,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,3.986111111111111
555,Mortal Kombat (1995),Action|Adventure|Fantasy,2.5434782608695654
556,"River Wild, The (1994)",Action|Thriller,3.25
557,Searching for Bobby Fischer (1993),Drama,3.875
558,Sling Blade (1996),Drama,3.8404255319148937
559,Die Hard 2 (1990),Action|Adventure|Thriller,3.4044117647058822
560,Under Siege (1992),Action|Drama|Thriller,2.8541666666666665
561,Dante's Peak (1997),Action|Thriller,2.625
562,G.I. Jane (1997),Action|Drama,2.7954545454545454
563,Air Force One (1997),Action|Thriller,3.3448275862068964
564,Titanic (1997),Drama|Romance,3.414285714285714
565,Godzilla (1998),Action|Sci-Fi|Thriller,1.9545454545454546
566,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,2.8484848484848486
567,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,2.9347826086956523
568,Shine (1996),Drama|Romance,4.0
569,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,2.935483870967742
570,Deep Impact (1998),Drama|Sci-Fi|Thriller,3.0697674418604652
571,Splash (1984),Comedy|Fantasy|Romance,3.1176470588235294
572,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,2.7758620689655173
573,She's All That (1999),Comedy|Romance,2.8448275862068964
574,10 Things I Hate About You (1999),Comedy|Romance,3.5277777777777777
575,Never Been Kissed (1999),Comedy|Romance,2.9583333333333335
576,Big Daddy (1999),Comedy,3.1979166666666665
577,Event Horizon (1997),Horror|Sci-Fi|Thriller,2.94
578,Chasing Amy (1997),Comedy|Drama|Romance,3.576923076923077
579,Cruel Intentions (1999),Drama,3.225
580,Pitch Black (2000),Horror|Sci-Fi|Thriller,3.5641025641025643
581,Final Destination (2000),Drama|Thriller,2.9285714285714284
582,Shanghai Noon (2000),Action|Adventure|Comedy|Western,3.1511627906976742
583,Gone in 60 Seconds (2000),Action|Crime,3.221311475409836
584,"Patriot, The (2000)",Action|Drama|War,3.448529411764706
585,What Lies Beneath (2000),Drama|Horror|Mystery,3.2
586,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,2.891304347826087
587,"Cell, The (2000)",Drama|Horror|Thriller,3.0444444444444443
588,Snatch (2000),Comedy|Crime|Thriller,4.155913978494624
589,Hannibal (2001),Horror|Thriller,2.9358974358974357
590,Showgirls (1995),Drama,2.4714285714285715
591,"Cable Guy, The (1996)",Comedy|Thriller,2.8055555555555554
592,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.6792452830188678
593,"Godfather, The (1972)",Crime|Drama,4.2890625
594,Aliens (1986),Action|Adventure|Horror|Sci-Fi,3.9642857142857144
595,"Nightmare on Elm Street, A (1984)",Horror|Thriller,3.0
596,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,3.7456896551724137
597,Gattaca (1997),Drama|Sci-Fi|Thriller,3.953488372093023
598,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,3.4404761904761907
599,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,3.1808510638297873
600,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,3.425373134328358
601,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,3.4318181818181817
602,Ronin (1998),Action|Crime|Thriller,3.5232558139534884
603,Misery (1990),Drama|Horror|Thriller,3.840909090909091
604,Frequency (2000),Drama|Thriller,3.4166666666666665
605,American Psycho (2000),Crime|Horror|Mystery|Thriller,3.788135593220339
606,U-571 (2000),Action|Thriller|War,3.4242424242424243
607,Cast Away (2000),Drama,3.7
608,"Others, The (2001)",Drama|Horror|Mystery|Thriller,3.6272727272727274
609,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,3.9594594594594597
610,28 Days Later (2002),Action|Horror|Sci-Fi,3.9741379310344827
611,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,3.630434782608696
612,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,3.868181818181818
613,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,3.4918032786885247
614,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,3.9453125
615,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,4.0055555555555555
616,Ratatouille (2007),Animation|Children|Drama,3.8680555555555554
617,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,3.4838709677419355
618,Iron Man (2008),Action|Adventure|Sci-Fi,3.824468085106383
619,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,4.0576923076923075
620,Gran Torino (2008),Crime|Drama,3.9456521739130435
621,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,3.96875
622,(500) Days of Summer (2009),Comedy|Drama|Romance,3.6666666666666665
623,District 9 (2009),Mystery|Sci-Fi|Thriller,3.776923076923077
624,Limitless (2011),Sci-Fi|Thriller,3.95
625,"Adjustment Bureau, The (2011)",Romance|Sci-Fi|Thriller,3.1666666666666665
626,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller,3.6029411764705883
627,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,3.869565217391304
628,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,3.435185185185185
629,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,3.2962962962962963
630,Looper (2012),Action|Crime|Sci-Fi,3.640625
631,Gravity (2013),Action|Sci-Fi|IMAX,3.578125
632,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,4.0476190476190474
633,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,3.7419354838709675
634,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,3.977272727272727
635,Gone Girl (2014),Drama|Thriller,3.7162162162162162
636,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,4.0508474576271185
637,John Wick (2014),Action|Thriller,3.8448275862068964
638,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,3.8536585365853657
639,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,3.8333333333333335
640,Doctor Strange (2016),Action|Adventure|Sci-Fi,3.7045454545454546
641,The Martian (2015),Adventure|Drama|Sci-Fi,4.0
642,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,3.813953488372093
643,Zootopia (2016),Action|Adventure|Animation|Children|Comedy,3.890625
644,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi,3.925925925925926
645,Taxi Driver (1976),Crime|Drama|Thriller,4.105769230769231
646,Blade Runner (1982),Action|Sci-Fi|Thriller,4.100806451612903
647,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,3.8958333333333335
648,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.170454545454546
649,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4.035714285714286
650,"Sex, Lies, and Videotape (1989)",Drama,3.5869565217391304
651,One Flew Over the Cuckoo's Nest (1975),Drama,4.203007518796992
652,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,4.145833333333333
653,To Kill a Mockingbird (1962),Drama,4.120689655172414
654,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,4.089285714285714
655,Annie Hall (1977),Comedy|Romance,3.8706896551724137
656,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,4.211864406779661
657,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,4.044117647058823
658,"Manchurian Candidate, The (1962)",Crime|Thriller|War,4.25
659,Cool Hand Luke (1967),Drama,4.271929824561403
660,"Killing Fields, The (1984)",Drama|War,4.017857142857143
661,Sliding Doors (1998),Drama|Romance,3.6
662,Payback (1999),Action|Thriller,3.422222222222222
663,Arlington Road (1999),Thriller,3.272727272727273
664,Mystery Men (1999),Action|Comedy|Fantasy,3.08974358974359
665,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,3.9583333333333335
666,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,3.8055555555555554
667,Man on the Moon (1999),Comedy|Drama,3.4871794871794872
668,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,3.981651376146789
669,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,4.183333333333334
670,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,4.0625
671,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,4.0
672,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,4.1603053435114505
673,Old Boy (2003),Mystery|Thriller,4.089743589743589
674,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,3.814814814814815
675,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,4.109090909090909
676,Die Hard (1988),Action|Crime|Thriller,3.8620689655172415
677,"Godfather: Part II, The (1974)",Crime|Drama,4.25968992248062
678,Raging Bull (1980),Drama,4.1875
679,"Sting, The (1973)",Comedy|Crime,3.9765625
680,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,3.261904761904762
681,"Untouchables, The (1987)",Action|Crime|Drama,3.9384615384615387
682,Trading Places (1983),Comedy,3.730769230769231
683,White Men Can't Jump (1992),Comedy|Drama,3.0454545454545454
684,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,4.151515151515151
685,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,3.7
686,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,4.1466666666666665
687,Mystic River (2003),Crime|Drama|Mystery,3.7115384615384617
688,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,4.075
689,"Wrestler, The (2008)",Drama,3.735294117647059
690,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,3.864406779661017
691,"Social Network, The (2010)",Drama,3.8859649122807016
692,"Fighter, The (2010)",Drama,3.760869565217391
693,True Grit (2010),Western,3.75
694,Carlito's Way (1993),Crime|Drama,3.738095238095238
695,Demolition Man (1993),Action|Adventure|Sci-Fi,3.0925925925925926
696,True Romance (1993),Crime|Thriller,3.8
697,Dragonheart (1996),Action|Adventure|Fantasy,3.0923076923076924
698,Trainspotting (1996),Comedy|Crime|Drama,4.03921568627451
699,Cool Runnings (1993),Comedy,3.081081081081081
700,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,3.7222222222222223
701,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,4.229166666666667
702,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,3.879120879120879
703,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,3.7661290322580645
704,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,2.753731343283582
705,Jackie Brown (1997),Crime|Drama|Thriller,3.6979166666666665
706,Rain Man (1988),Drama,3.8072916666666665
707,Rocky II (1979),Action|Drama,3.1923076923076925
708,Rocky III (1982),Action|Drama,2.7291666666666665
709,Rocky IV (1985),Action|Drama,2.706896551724138
710,"Karate Kid, The (1984)",Drama,3.5657894736842106
711,American Pie (1999),Comedy|Romance,3.378640776699029
712,Ferris Bueller's Day Off (1986),Comedy,3.8394495412844036
713,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,3.9358974358974357
714,Home Alone 2: Lost in New York (1992),Children|Comedy,2.5161290322580645
715,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,3.475806451612903
716,"Bodyguard, The (1992)",Drama|Romance|Thriller,2.859375
717,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,4.22093023255814
718,Modern Times (1936),Comedy|Drama|Romance,3.72
719,Chicken Run (2000),Animation|Children|Comedy,3.551282051282051
720,Scary Movie (2000),Comedy|Horror,2.92
721,Scarface (1983),Action|Crime|Drama,3.9328358208955225
722,Zoolander (2001),Comedy,3.509259259259259
723,Panic Room (2002),Thriller,3.0
724,"Bourne Identity, The (2002)",Action|Mystery|Thriller,3.8169642857142856
725,"Transporter, The (2002)",Action|Crime,3.519230769230769
726,Bowling for Columbine (2002),Documentary,3.7758620689655173
727,"Ring, The (2002)",Horror|Mystery|Thriller,3.202127659574468
728,Equilibrium (2002),Action|Sci-Fi|Thriller,3.875
729,"Pianist, The (2002)",Drama|War,4.108695652173913
730,Anger Management (2003),Comedy,3.0588235294117645
731,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,3.316901408450704
732,"Italian Job, The (2003)",Action|Crime,3.6186440677966103
733,All the President's Men (1976),Drama|Thriller,4.018518518518518
734,Monty Python's The Meaning of Life (1983),Comedy,3.95
735,Big Fish (2003),Drama|Fantasy|Romance,3.8333333333333335
736,"Good bye, Lenin! (2003)",Comedy|Drama,3.8043478260869565
737,Hellboy (2004),Action|Adventure|Fantasy|Horror,3.3780487804878048
738,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,3.05
739,Anchorman: The Legend of Ron Burgundy (2004),Comedy,3.7719298245614037
740,Garden State (2004),Comedy|Drama|Romance,3.7083333333333335
741,Team America: World Police (2004),Action|Adventure|Animation|Comedy,3.46875
742,The Machinist (2004),Drama|Mystery|Thriller,3.986842105263158
743,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,3.0
744,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,3.4204545454545454
745,Madagascar (2005),Adventure|Animation|Children|Comedy,3.375
746,Fantastic Four (2005),Action|Adventure|Sci-Fi,2.763888888888889
747,Serenity (2005),Action|Adventure|Sci-Fi,3.94
748,Lord of War (2005),Action|Crime|Drama|Thriller|War,3.7142857142857144
749,Aeon Flux (2005),Action|Sci-Fi,2.761904761904762
750,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,3.534090909090909
751,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,3.5
752,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,3.6333333333333333
753,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,4.071428571428571
754,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,3.217391304347826
755,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,3.885
756,Inside Man (2006),Crime|Drama|Thriller,3.8
757,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,4.117647058823529
758,Lucky Number Slevin (2006),Crime|Drama|Mystery,3.8552631578947367
759,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,3.5069444444444446
760,Little Miss Sunshine (2006),Adventure|Comedy|Drama,3.883116883116883
761,Zodiac (2007),Crime|Drama|Thriller,3.710526315789474
762,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,3.4375
763,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,3.40625
764,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,3.3461538461538463
765,"Simpsons Movie, The (2007)",Animation|Comedy,3.619565217391304
766,Into the Wild (2007),Action|Adventure|Drama,3.902439024390244
767,American Gangster (2007),Crime|Drama|Thriller,3.9054054054054053
768,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,3.716666666666667
769,In Bruges (2008),Comedy|Crime|Drama|Thriller,4.158536585365853
770,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,2.8333333333333335
771,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,3.4444444444444446
772,"Incredible Hulk, The (2008)",Action|Sci-Fi,3.1714285714285713
773,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,3.0344827586206895
774,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,3.988372093023256
775,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance,3.5238095238095237
776,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance,3.5945945945945947
