,movie_id,imdb_id,title,imdb_rating,year,genre,director,cast,cover_url,plot,url
617,620,1205489,Gran Torino,8.1,2008,Drama,Clint Eastwood,Clint Eastwood|Christopher Carley|Bee Vang|Ahney Her|Brian Haley|Geraldine Hughes|Dreama Walker|Brian Howe|John Carroll Lynch|William Hill|Brooke Chia Thao|Chee Thao|Choua Kue|Scott Eastwood|Xia Soua Chang|Sonny Vue|Doua Moua|Greg Trzaskoma|John Johns|Davis Gloff|Thomas D. Mahard|Cory Hardrict|Nana Gbewonyo|Arthur Cartwright|Austin Douglas Smith|Conor Liam Callaghan|Michael E. Kurowski|Julia Ho|Maykao K. Lytongpao|Carlos Guadarrama|Andrew Tamez-Hull|Ramon Camacho|Antonio Mireles|Ia Vue Yang|Zoua Kue|Elvis Thao|Jerry Lee|Lee Mong Vang|Tru Hang|Alice Lor|Tong Pao Kue|Douacha Ly|Parng D. Yarng|Nelly Yang Sao Yia|Marty Bufalini|My-Ishia Cason-Brown|Clint Ward|Stephen Kue|Rochelle Winter|Claudia Rodgers|Vincent Bonasso|Sean Baligian|Darline Bucchare|Shelagh Conley|Jeffrey Feingold|William C. Fox|Vong Lee|Arnold Montey|Rio Scafone|Jeffrey Scott Basham|Tony Stef'Ano|Carey Torrice|Kevin Walsh,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_SX200_.jpg,"Walt Kowalski (Clint Eastwood) is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao Lor (Bee Vang), a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",https://www.imdb.com/title/tt1205489
618,621,1182345,Moon,7.8,2009,Drama | Mystery | Sci-Fi,Duncan Jones,Sam Rockwell|Kevin Spacey|Dominique McElligott|Rosie Shaw|Adrienne Shaw|Kaya Scodelario|Benedict Wong|Matt Berry|Malcolm Stewart|Robin Chalk|Gavin Rothery|Gary Shaw|Mick Ward,https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX200_.jpg,"Sam Bell has a three year contract to work for Lunar Industries. For the contract's entire duration, he is the sole employee based at their lunar station. His primary job responsibility is to harvest and periodically rocket back to Earth supplies of helium-3, the current clean and abundant fuel used on Earth. There is no direct communication link available between the lunar station and Earth, so his only direct real-time interaction is with GERTY, the intelligent computer whose function is to attend to his day to day needs. With such little human contact and all of it indirect, he feels that three years is far too long to be so isolated; he knows he is beginning to hallucinate as the end of his three years approaches. All he wants is to return to Earth to be with his wife Tess and their infant daughter Eve, who was born just prior to his leaving for this job. With two weeks to go, he gets into an accident at one of the mechanical harvesters and is rendered unconscious. Injured, he awakens back at the station in the infirmary, he assumes assisted by GERTY. GERTY tells him that a rescue team named Eliza will come to the station to clean up the aftermath of the accident. After his recuperation, he takes an unauthorized trip back to the broken harvester, where he makes an unexpected discovery. Because of his find, he begins to doubt his sanity, then his true identity, then the company and GERTY's willingness to do what is best for him. Because of his resulting beliefs, his sole mission becomes how to get back to Earth on his own.",https://www.imdb.com/title/tt1182345
619,622,1022603,500 Days of Summer,7.7,2009,Comedy | Drama | Romance,Marc Webb,Joseph Gordon-Levitt|Zooey Deschanel|Geoffrey Arend|Chloë Grace Moretz|Matthew Gray Gubler|Clark Gregg|Patricia Belcher|Rachel Boston|Minka Kelly|Charles Walker|Ian Reed Kesler|Darryl Alan Reed|Valente Rodriguez|Yvette Nicole Brown|Nicole Vicius|Natalie Boren|Maile Flanagan|Darryl Sivad|Gregory A. Thompson|Michael Bodie|John Mackie|Jacob Stroop|Kevin Michael|Sid Wilner|Richard McGonagle|Jean-Paul Vignon|Bryan Anthony|Sybil Azur|Cheryl Baxter|Gustavo Carr|John R. Corella|Nadine Ellis|Alejandro Estornel|Nathaniel Flatt|Reshma Gajjar|Tiffany Granath|Jennifer Hamilton|Brandon Henschel|Michael Higgins|Kenneth Hughes|Alexandra Hulme|John Jacquet Jr.|Jennifer Lee Keyes|Tim Lacatena|Rebecca Lin|Gelsey Weiss|Katie Malia|Anthony Marciona|War Shazar|Vivian Nixon|Tracy Phillips|Nathan Prevost|Jamie Shea|Ryan Thomas|Christian Vincent|Jull Weber|Jed Alexander|Olivia Howard Bagg|Joseph Buttler|Joshua Collins|Chris Connell|Bobby Cullen|Danny J. Dolan|Adam Emery|Jaime Fabregas|Taylor Feldman|Eddie Garcia|Landall Goolsby|Jennifer Hetrick|Janis Jones|Michael Justice|Samantha Krutzfeldt|Suzanne LaChasse|Kevin Leung|Michelle Mason|Christina Miller|Eve Gwyneth Morrisey|Brigitte Ngo-Trinh|Keisha Ramdhanie|Jason Robinson|Deborah Rombaut|Justin Ruse|Melvin T. Russell|Haley Smith|Dana Snyder|Sarah Staitman|Wesley J. Szabo|Ellen Thompson|Ty|Georja Umano|Pleasant Wayne|Maurice Webster|Kathryn Weisbeck|Leland White|JonJon Wood|Jon Morgan Woodward|Eileen Álvarez,https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_SX200_.jpg,"After it looks as if she's left his life for good this time, Tom Hansen reflects back on the just over one year that he knew Summer Finn. For Tom, it was love at first sight when she walked into the greeting card company where he worked, she the new administrative assistant. Soon, Tom knew that Summer was the woman with whom he wanted to spend the rest of his life. Although Summer did not believe in relationships or boyfriends - in her assertion, real life will always ultimately get in the way - Tom and Summer became more than just friends. Through the trials and tribulations of Tom and Summer's so-called relationship, Tom could always count on the advice of his two best friends, McKenzie and Paul. However, it is Tom's adolescent sister, Rachel, who is his voice of reason. After all is said and done, Tom is the one who ultimately has to make the choice to listen or not.",https://www.imdb.com/title/tt1022603
620,623,1136608,District 9,7.9,2009,Action | Sci-Fi | Thriller,Neill Blomkamp,Sharlto Copley|Jason Cope|Nathalie Boltt|Sylvaine Strike|Elizabeth Mkandawie|John Sumner|William Allen Young|Greg Melvill-Smith|Nick Blake|Morena Busa Sesatsa|Themba Nkosi|Mzwandile Nqoba|Barry Strydom|Jed Brophy|Louis Minnaar|Vanessa Haywood|Marian Hooman|Vittorio Leonardi|Mandla Gaduka|Johan van Schoor|Stella Steenkamp|David James|Kenneth Nkosi|Mampho Brescia|Tim Gordon|Morne Erasmus|Anthony Bishop|David Clatworthy|Mike Huff|Anthony Fridjhon|Eugene Khumbanyiwa|Hlengiwe Madlala|Siyabonga Radebe|Melt Sieberhagen|Andre Odendaal|Jonathan Taylor|John Ellis|Louise Saint-Claire|Alan Glauber|Nicolas Herbstein|Norman Anstey|Nick Boraine|Robert Hobbs|Sibulele Gcilitshana|Mahendra Raghunath|Phillip Mathebula|Claudine Bennent|Michelle Ayden|Antony Sarak|Billy Somagaca|Ryan Whittal|John Jacob|Yashik Maharaj|Fernando Saraiva|Sharon Waugh|Brandon Auret|Jacques Gombault|Justin Strydom|Simo Mogwaza|Theunis Nel|Sonni Chidiebere|Matt Stern|Danny Datnow|David Dukas|Daniel Hadebe|Wisani Mbokota|Craig Jackson|Justin Duplessis|Rodney Downey|Den Antonakas|Bongo Mbutuma|Johnny Selema|Mashabela Galane|Mfazwe Sekobane|Nicholas Ratlou|Saint Gregory Nwokedi|Donalson Rabisi|Zephania Sibanda|Gideon Thodane|Mdu Mthabela|David Mikhethi|Jeffries Simelane|Shafique Allan|Wendy Mbatha|Leigh Mashupye|Beauty Setai|Nkiyase Mondlana|Kuda Rusike|Morena Setatsa|Mpho Molao|Ntombi Nkuua|Absalom Dikane|Monthandazo Thomo|Norman Thabalala|Siphiwe Mbuko|Shiela Nene|Neill Blomkamp|Trevor Coppola|Peter Muyzers,https://m.media-amazon.com/images/M/MV5BYmQ5MzFjYWMtMTMwNC00ZGU5LWI3YTQtYzhkMGExNGFlY2Q0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX200_.jpg,"In 1982, a massive star ship bearing a bedraggled alien population, nicknamed ""The Prawns,"" appeared over Johannesburg, South Africa. Twenty-eight years later, the initial welcome by the human population has faded. The refugee camp where the aliens were located has deteriorated into a militarized ghetto called District 9, where they are confined and exploited in squalor. In 2010, the munitions corporation, Multi-National United, is contracted to forcibly evict the population with operative Wikus van der Merwe in charge. In this operation, Wikus is exposed to a strange alien chemical and must rely on the help of his only two new 'Prawn' friends.",https://www.imdb.com/title/tt1136608
621,624,1219289,Limitless,7.4,2011,Sci-Fi | Thriller,Neil Burger,Bradley Cooper|Robert De Niro|Abbie Cornish|Andrew Howard|Anna Friel|Johnny Whitworth|Tomas Arana|Robert John Burke|Darren Goldstein|Ned Eisenberg|T.V. Carpio|Richard Bekins|Patricia Kalember|Cindy Katz|Brian Anthony Wilson|Rebecca Dayan|Ann Marie Green|Damali Mason|Meg McCrossen|Tom Bloom|Nina Hodoruk|Tom Teti|Stephanie Humphrey|Joe B. McCarthy|Peter Pryor|Daniel Breaker|Chris McMullin|Dave Droxler|Luisina Quarleri|Piper Brown|Simon MacLean|Saxon Palmer|Stephen Sable|Caroline Winberg|Damaris Lewis|Ann Talman|Robert Bizik|Hugh Douglas|Howard Strong|Arlette de Alba|Eddie J. Fernandez|Ray Siegle|Nicolas Le Guern|Richard Miller|Violeta Silva|Anna Parkinson|Laurence Roscoe|Muhammad Ali|Brooke Allison|Erica Lynne Arden|Michael Belveduto|Ian Bonner|Tara Broadway|Joel Brody|Jennifer Butler|Gregory R. Campbell|Juan Eloy Carrera|David Collihan|Jim Croft|Jason Cutts|Mary Ellen Driscoll|Ariana Dubynin|Robert Eckard|Cindy Engle|Rosalina Francesca|Jason Furlani|Joel Marsh Garland|Victoria Gates|Lynn Golden|Danielle Guldin|Laura Hart|Andrea Havens|Ann-Marie Jordan|Adam Zebediah Joseph|Samantha Kelly|Andrew Kerpelman|Basil Kershner|Steven J. Klaszky|Ashley Klein|Michael J. Kraycik|Zackary Kresser|Billy Lee|Bruce Lee|Tom Leonard|Bob Lewandowski|Krista Magnusson|David L. Marston|Andrew J. Maxwell|Todd McCall|Harry Mearing|Patsy Meck|Tony Moore|Rana Morrison|Alisa Murray|Douglas Nelson|Sara Painter|B.J. Parker|Mihir Pathak|Brian James Pepe|Sandy Perilli|Heidi Philipsen|Mark Pricskett|Joseph Queroli|Chuck Rayner|David Reineke|Robert Rickert|Gary Robinson|Sam Rocco|Jerry Ross|Lois Sach|Ryan Sandberg|Michelle Santiago|Chuck Schanamann|Marc Schwarz|Ann Marie Seall|Robert Shearn III|Ashley Shewell|David Adam Smith|Rita Soto|Will Souders|Jay Spadaro|Ashley Stauffer|Rob Tode|Lia Tucker|Uziman|Gabriel Valentino|Rick Voight|Antoine Von Boozier|Don Whatley|Johnny M. Wu|Sarah Zahn|Lindsey Zajac|Robert Zrim,https://m.media-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX200_.jpg,"An action-thriller about a writer who takes an experimental drug that allows him to use 100% of his mind. As one man evolves into the perfect version of himself, forces more corrupt than he can imagine mark him for assassination. Out-of-work writer Eddie Morra's (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future. That all vanishes the day an old friend introduces Eddie to NZT, a designer pharmaceutical that makes him laser-focused and more confident than any man alive. Now on an NZT-fueled odyssey, everything Eddie's read, heard or seen is instantly organized and available to him. As the former nobody rises to the top of the financial world, he draws the attention of business mogul Carl Van Loon (De Niro), who sees this enhanced version of Eddie as the tool to make billions, but brutal side effects jeopardize his meteoric ascent. With a dwindling stash and hit men who will eliminate him to get the NZT, Eddie must stay wired long enough to elude capture and fulfill his destiny. If he can't, he will become just another victim who thought he'd found invincibility in a bottle.",https://www.imdb.com/title/tt1219289
622,625,1385826,The Adjustment Bureau,7.0,2011,Romance | Sci-Fi | Thriller,George Nolfi,Matt Damon|Emily Blunt|Lisa Thoreson|Florence Kastriner|Michael Kelly|Phyllis MacBryde|Natalie Carter|Chuck Scarborough|Jon Stewart|Gregory P. Hitchen|Darrell Lenormand|Michael Bloomberg|Kar Fearon|RJ Konner|Susan D. Michaels|Anthony Mackie|Gregory Lay|Lauren Hodges|James Carville|Mary Matalin|John Slattery|Amanda Warren|Anthony Ruivivar|Sandhi Santini|Laurie Dawn|Christine McLain|Betty Liu|Jim Edward Gately|Don Hewitt|Venida Evans|Kyoko Bruguera|David Gregoire|Julie Hays|Fabrizio Brienza|David Bishins|Kate Nowlin|Rob Yang|Jennifer Ehle|Johnny Cicco|Pedro Pascal|Michael Boyne|Sarah Bradford|Peter Epstein|Brian Haley|Kirsty Meares|Jessica Lee Keller|Donnie Keshawarz|Kieran Campion|Terence Stamp|Sandi Carroll|Daniel Bazile|Shane McRae|Meghan Andrews|Sandra Berrios|David Alan Basche|Joel de la Fuente|Mike DiSalvo|Dina Cataldi|Paul DiPaola|Jason Kravits|Peter Jay Fernandez|Lawrence R. Leritz|Peter Hans Benson|LeRoy McClain|Brit Whittle|Wayne Scott Miller|Lorenzo Pisoni|Bart Wilder|Madeleine Albright|Olga Andreadis|Alexander Baliev|Purva Bedi|Susham Bedi|Caitlin Benya|Wolf Blitzer|Harold Bridgeforth|Laura Chinn|Nancy Cohen|Marmee Regine Cosico|Devon Diep|Mike DiGiacinto|Scott Edward Duffy|Kylie Fox|Victoria Gates|Larry Goldstein|Philip Greene|Byron Habinsky|Chris Haemmerle|Johnathan Hallgrey|Danielle Hollenberg|Rosemary Howard|Jesse Jackson|Spencer Kayden|Ali Khan|Tony Kost|Kirk LaSalle|Jian Leonardo|David Macerelli|Brian Mahoney|Dan Marshall|Laura Martinelli|Terry McAuliffe|John Mitchell|Dushawn Moses|Rick Pantera|B.J. Parker|Brian James Pepe|Heidi Philipsen|Karen Piczon|John Podesta|Joe Polito|Bejay Rose|Deanna Russell|Charles Santy|Brian Schreier|Robert Shulman|Bettina Skye|Ashley Stauffer|Aspen Steib|Uziman,https://m.media-amazon.com/images/M/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX200_.jpg,"Do we control our destiny, or do unseen forces manipulate us? A man glimpses the future Fate has planned for him and realizes he wants something else. To get it, he must pursue across, under and through the streets of modern-day New York the only woman he's ever loved. On the brink of winning a seat in the U.S. Senate, ambitious politician David Norris (Matt Damon) meets beautiful contemporary ballet dancer Elise Sellas (Emily Blunt), a woman like none he's ever known. But just as he realizes he's falling for her, mysterious men conspire to keep the two apart. David learns he is up against the agents of Fate itself, the men of The Adjustment Bureau, who will do everything in their considerable power to prevent David and Elise from being together. In the face of overwhelming odds, he must either let her go and accept a predetermined path... or risk everything to defy Fate and be with her.",https://www.imdb.com/title/tt1385826
623,626,945513,Source Code,7.5,2011,Action | Drama | Mystery | Sci-Fi | Thriller,Duncan Jones,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga|Jeffrey Wright|Michael Arden|Cas Anvar|Russell Peters|Brent Skagford|Craig Thomas|Gordon Masten|Susan Bain|Paula Jean Hixson|Lincoln Ward|Kyle Gatehouse|Albert Kwan|Anne Day-Jones|Clarice Byrne|James A. Woods|Joe Cobden|Tom Tammi|Matt Holland|Jasson Finney|Kyle Allatt|Frédérick De Grandpré|Pierre Leblanc|Raynald Lapierre|Scott Bakula|Laura Atwood|Darlene Benigno|David Lunsford|Samuel Meadows|Jeff Moffitt|Lydia Moore|Rana Morrison|Joti Nagra|Christopher E. Ramirez|Erina Szeto,https://m.media-amazon.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_SX200_.jpg,"Army Captain Colter Stevens finds himself working on a special program where his consciousness can be inserted into another human being. The only catch is can only be there for 8 minutes at any given time. That morning, a bomb exploded on a commuter train just outside Chicago. He occupies the body of teacher going to work on that train and is confused as to what he is doing or why he is there as his last memory is of flying his helicopter on a combat mission in Afghanistan. Those in charge of the program explain to him that there is a bomb on the train, and that he must locate it. More importantly, he must identify the bomber as another bombing is expected later that day. He is also told however that he cannot change the past and can only gather information. As he develops a liking for his traveling companion Christina, he sets out to test that theory.",https://www.imdb.com/title/tt0945513
624,627,848228,The Avengers,8.0,2012,Action | Sci-Fi,Joss Whedon,Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson|Jeremy Renner|Tom Hiddleston|Clark Gregg|Cobie Smulders|Stellan Skarsgård|Samuel L. Jackson|Gwyneth Paltrow|Paul Bettany|Alexis Denisof|Tina Benko|Jerzy Skolimowski|Kirill Nikiforov|Jeff Wolfe|M'laah Kaur Singh|Rashmi Rustagi|Powers Boothe|Jenny Agutter|Arthur Darbinyan|Donald Li|Warren Kole|Alicia Sixtos|Jesse Garcia|Maximiliano Hernández|Dieter Riesle|Kenneth Tigar|Walter Perez|Harry Dean Stanton|Josh Cowdery|Ashley Johnson|Katsumi Komatsu|Yumiko Komatsu|Momoko Komatsu|Robert Clohessy|Enver Gjokaj|Fernanda Toker|Andrea Vecchio|Robin Swoboda|Brent McGee|Jamie McShane|Michael Zhang|William Christopher Stephens|Kelley Robins|Romy Rosemont|James Eckhouse|Stan Lee|Pat Kiernan|Thomas Roberts|Damion Poitier|Davis Allsop|Hank Amos|Catherine Anderson|Ricardo Andres|Paulie Andrew|Logan Bennett|Mayank Bhatter|Sharita Bone|Jason Botsford|Stephen Bullard|Mary Kate Campbell|Kadrolsha Ona Carole|Max Cavenham|Gene N. Chavez|Neshma Chemburkar|Dale Coffman|Suzie Coker|Murcer Converse|Layla Cushman|Robert Dean|Alex DeCourville|Rick Dremann|Jenny Kim Eaves|Mark Falvo|Keith Fausnaught|John Fecek|Lorena Fernández|Lou Ferrigno|Rod Fielder|Dezaré Foster|Eric Frank|Mariah E. Garcia|Richard Garcia|Jorge J. González|Tina Grimm|Israel Hall|B.J. Halsall|Carmen Dee Harris|Josh Heileman|Dominique Henderson|Hannah Henriques|Moe Hindi|Michael Huante|Alexander Christopher Jones|Mike Karban|Tanzeel Kayani|Carrie Kelley|Patrick Kellums|Great Kim|Demoine Kinney|Sean Kleefeld|Evan Kole|Annette Lawless|Brandon Matthew Layne|Scott Ligon|Kimberly J. Mahoney|Todd Manes|David L. Marston|Tiffany Sander McKenzie|David Michael McMillan|Sean Meehan|Jillian Morgese|Alexandria Morrow|Chuck Morsher|Joti Nagra|Holly Neelie|Caleb Daniel Noal|Donn R. Nottage|Joseph O'Brien|Andrea-Nichole Olivas|Jeremy Orr|Nate Paige|Martin Palmer|Francisco Peramos|Maria Perossa|Roger Petan|Caleb Pieplow|Daniel Pimentel|Frank Powers|Jaime Powers|Brent Reichert|Darwin Reina|Kelly Ruble|Mako San|Gina Sarno|Debbie Scaletta|Robert B. Schneider IV|Shaun V. Scott|Jeff Seich|Christina Shaffer|Alonda Shevette|Douglas Slygh|Jimmy Star|Colin Strause|Robert P. Thitoff|George Thomas|Shane Thompson|JT Tomangi|Jerry Lee Tucker|Tai Urban|Chris Vaina|Sandra Weston|Jasmine With|Jacob Francis Worrall|Chase Ziegler|Seth Zielicke,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX200_.jpg,"Loki, the adopted brother of Thor, teams-up with the Chitauri Army and uses the Tesseract's power to travel from Asgard to Midgard to plot the invasion of Earth and become a king. The director of the agency S.H.I.E.L.D., Nick Fury, sets in motion project Avengers, joining Tony Stark a.k.a. the Iron Man; Steve Rogers, a.k.a. Captain America; Bruce Banner, a.k.a. The Hulk; Thor; Natasha Romanoff, a.k.a. Black Widow; and Clint Barton, a.k.a. Hawkeye, to save the world from the powerful Loki and the alien invasion.",https://www.imdb.com/title/tt0848228
625,628,1392170,The Hunger Games,7.2,2012,Action | Adventure | Sci-Fi | Thriller,Gary Ross,Stanley Tucci|Wes Bentley|Jennifer Lawrence|Willow Shields|Liam Hemsworth|Elizabeth Banks|Sandra Ellis Lafferty|Paula Malcomson|Rhoda Griffis|Sandino Moya-Smith|Josh Hutcherson|Raiko Bowman|Dwayne Boyd|Anthony Reynolds|Judd Lormand|Woody Harrelson|Toby Jones|Kimiko Gelman|Nelson Ascencio|Bruce Bundy|Lenny Kravitz|Amandla Stenberg|Dayo Okeniyi|Leven Rambin|Jack Quaid|Latarsha Rose|Donald Sutherland|Alexander Ludwig|Isabelle Fuhrman|Ian Nelson|Kalia Prescott|Ethan Jamieson|Jacqueline Emerson|Mackenzie Lintz|Imanol Yepez-Frias|Annie Thurman|Dakota Hood|Amber Chaney|Karan Kendrick|Shane Biseell|Kate Kneeland|Steve Coulter|Sharon Conley|Tim Taylor|John Ross|Phillip Troy Linger|David Abernathy|Scott Alms|Chase Anderson|Nicholas Azarian|Tara-Nicole Azarian|Bakarhythm|Shelley Bassett|David Belmont|Bill Bennett|Jeremy Bonham|Linda Britt|Michael Bunch|Cedric J. Byrd|Don Calhoun|Kerry Cashion|Brian Patrick Catalano|Rita Conte|Russell Cook|Audrey Reid Couch|Lorinda Couch|Christopher Cozort|Cameo Crumby|Melissa Danielle|William R. Davis|Digol Deng|Blair Landon Dimmick|Jane Doole|Shawn Dougan|Kimberly Dunevant|Amanda Dunn|Antonio Echeverria|Tyrone Emanuel|Jackie Evancho|Cameron Fachman|Blaque Fowler|Mary Fox|Colleen Galeazzi|F. Curtis Gaston|Tucker Gates|Paul Gibson|David Goff|Joshua Grant|Leigha Hancock|Jonathan Hart|Summer Hart|Brittany Lee Hellmeister|Eric Hennig|Lew Herman|Malcolm Howard|Malcolm Howard|Erika Ikuta|Julie Ivey|Cecilia Johnson|Dean Allen Jones|Joshua Jones|Nick Karner|Dan A.R. Kelly|Jeff Kidd|Mehmet Korhan|Michael Kraft|Konstantine Kurelias|Chad Kurtz|Gwydion Lashlee-Walton|Jared Losano|Bryce Lotz|Cody Lowe|David Lowe|Keri Keith Lumm|William Hunter Luther|Sam Ly|Luis Carlos Machicao|Kirby Mack|Tara Macken|Donna Marcus|Jeremy Marinas|Chris Mark|Logan Martin|George McPherson|Mark Meekins|Ashton Moio|Shana Murphy|Tim Olcott|Sharon Oliphant|Kimberly Ann Parker|Susan Patterson|George Peroulas|Sandra Perry|Kara Petersen|Herman Phillips|Alexa Poletti|Kelly Lynn Reiter|Jessica Richards|Edd Robinson|K. Lamar Robinson|John Rutland|Jordan Sadri|Matthew Sara|Eli Shannon|Taylor John Smith|Ron Stafford|Ashley Starr|Angela Staten|Ben Stratford|Jubal Strube|Sarah Anne Sumpolec|Sam Tan|Trey Taylor|Shelby Townsend|Catherine Trail|Gina Travis|Bailee Watters|Charles Tyler West|Justin Wheelon,https://m.media-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX200_.jpg,"In a dystopian future, the totalitarian nation of Panem is divided into 12 districts and the Capitol. Each year two young representatives from each district are selected by lottery to participate in The Hunger Games. Part entertainment, part brutal retribution for a past rebellion, the televised games are broadcast throughout Panem. The 24 participants are forced to eliminate their competitors while the citizens of Panem are required to watch. When 16-year-old Katniss' young sister, Prim, is selected as District 12's female representative, Katniss volunteers to take her place. She and her male counterpart, Peeta, are pitted against bigger, stronger representatives, some of whom have trained for this their whole lives.",https://www.imdb.com/title/tt1392170
626,629,1446714,Prometheus,7.0,2012,Adventure | Mystery | Sci-Fi,Ridley Scott,Noomi Rapace|Michael Fassbender|Charlize Theron|Idris Elba|Guy Pearce|Logan Marshall-Green|Sean Harris|Rafe Spall|Emun Elliott|Benedict Wong|Kate Dickie|Branwell Donaghey|Vladimir 'Furdo' Furdik|C.C. Smiff|Shane Steyn|Ian Whyte|John Lebar|Daniel James|Patrick Wilson|Lucy Hutchinson|Giannina Facio|Anil Biltoo|Louisa Staples|James Embree|Florian Robin|Matthew Burgess|Eugene O'Hare|Richard Thomson|Philip McGinley|Jenny Rainsford|Rhona Croker|Wambui Wa-Ngatho|Wannaporn Rienjang|Zed Sevcikova|Sonam Dugdak|Reynir Thor Eggertsson|Shin-Ichiro Okajima|Charalambos Dendrinos|Berhane Woldegabriel|Annie Penn|Robin Atkin Downes|James Currie|Dan Dewhirst|Harry Fowler|Ian MacNaughton|Phill Martin|Arnold Montey|Peter O'Toole|Matt Rook|Stuart Saunders,https://m.media-amazon.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX200_.jpg,"Following a faint trail of clues, the accomplished archaeologist, Doctor Elizabeth Shaw, and her partner, Charlie Holloway, along with a seventeen-man crew, embark on an ambitious, deep-space scientific expedition. Aboard the revolutionary space-exploration starship, USCSS Prometheus, the team sets foot on the rocky terrain of the desolate exomoon, LV-223, in 2093, to investigate the existence of the superior extraterrestrial species known as the ""Engineers"". But, there, inside a mysterious, complex structure of cavernous dark chambers and an intricate underground system of tunnels, more enigmas await. Now, a terrifying discovery threatens not only the outcome of the bold outer-space mission but also the very future of humankind. Is the world prepared for the answers to the fundamental questions of human existence?",https://www.imdb.com/title/tt1446714
627,630,1276104,Looper,7.4,2012,Action | Drama | Sci-Fi | Thriller,Rian Johnson,Joseph Gordon-Levitt|Bruce Willis|Emily Blunt|Paul Dano|Noah Segan|Piper Perabo|Jeff Daniels|Pierce Gagnon|Qing Xu|Tracie Thoms|Frank Brennan|Garret Dillahunt|Nick Gomez|Marcus Hester|Jon Eyez|Kevin Stillwell|Thirl Haston|James Landry Hébert|Kenneth Brown Jr.|Cody Wood|Adam Boyer|Jeff Chase|Ritchie Montgomery|David Jensen|Kamden Beauchamp|Josh Perry|David Joseph Martinez|Wayne Dehart|Ian Patrick|Craig Johnson|Robert Harvey|Rachel Acuna|Rhonda Floyd Aguillard|Lauren Alexandra|Jay Amor|Chris Angerdina|Brett Beoubay|Cameron M. Brown|Nic Christie|Haylie Creppel|Jared DePasquale|Dennis Gordon-Levitt|Jane Gordon-Levitt|Brea Grant|Emily D. Haley|Gene Kevin Hames Jr.|Leslie Hankins|Brittany Holt|Robert Hotalen|Sylvia Jefferies|Jackie Jenkins Jr.|Adam Johnson|Jaanika Kaarpalu|Amy Le|Cynthia LeBlanc|Elton LeBlanc|Miles Marmolejo|Avon Maser|Sam Medina|D.J. Mills|Jeff Moffitt|Kennedy Morgan|Wayne Douglas Morgan|Brian Oerly|B.J. Parker|Malik Peters|Jeff Pope|Nicole Porche|Sean Reynolds|Dane Rhodes|Bailey Celeste Sacco|Suzanne Severio|Logan Douglas Smith|Han Soto|Stephen Stanton|James Lesley Taylor|Kristyl Dawn Tift|Michelle Torres|Dikran Tulaine|Dallas West|John Wilson|Michael Wozniak,https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SX200_.jpg,"Joe is classified as a ""looper"", a job in which his employers use time travel to send men from the future to be killed into the past, where Joe can properly dispose of their bodies. However, to tie up loose ends and erase the evidence of his ever being a looper, Joe knows that one day his future self will be sent back for him to kill. When this day comes, Joe's future self is prepared and escapes, and the two men struggle separately in the past trying to evade capture and attempting to fulfill their own personal agendas.",https://www.imdb.com/title/tt1276104
